id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;275;275. W instrukcji warunkowej języka JavaScript należy sprawdzić przypadek, gdy wartość zmiennej a jest z przedziału (0, 100), natomiast wartość zmiennej b jest większa od zera. Warunek taki jest prawidłowo zapisany w nastepujący sposób;if (a>0 || a<100 || b<0);if (a>0 && a<100 && b>0);if ((a>0 || a<100) && b>0);if ((a>0 && a<100) || b<0);B;;;202
;276;276. Dla dowolnego a z przedziału (0,99) zadaniem funkcji zapisanej w języku Java Script jest:;zwrócenie liczb z przedziału a..99;wypisanie liczb z przedziału a..99 i zwrócenie wartości 100;wypisanie wartości zmiennej a oraz zwrócenie wartości zmiennej n;wypisanie liczb z przedziału a...100 i zwrócenie wartości zmiennej n;D;images/276.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/276.jpg;207
;277;277. Zapis w języku JavaScript ma za zadanie;utworzenie nowej klasy napis1.;wywołanie metody obiektu napisy;utworzenie obiektu napis1 klasy napisy;zadeklarowanie zmiennej napis1 i wywołanie funkcji, której argumentem jest napis1;C;images/277.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/277.jpg;203
;278;278. Aby wykonać kod zapisany językiem PHP wystarczy, że w systemie zainstalowano;przeglądarkę internetową;serwer WWW z interpreterem PHP;serwer WWW z serwerem MySQL;serwer WWW, parser PHP oraz serwer MySQL;B;;;204
;279;279. Pętla zapisana w języku PHP wstawi do tablicy liczby;0, 1, 2, 3, 4, 5, 6, 7, 8, 9;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;0, 10, 20, 30, 40, 50, 60, 70, 80, 90;10, 20, 30, 40, 50, 60, 70, 80, 90, 100;C;images/279.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/279.jpg;204
;280;280. Wymaganiem aplikacji internetowej jest, aby ta była wykonywana po stronie klienta. W którym języku należy zaimplementować tę aplikację?;Perl;PHP;Python;JavaScript;D;;;207
;281;281. Zadaniem funkcji PHP o nazwie mysql_num_rows() jest;ponumerować rekordy w bazie danych;zwrócić kolejny rekord z wynikami zapytania;zwrócić liczbę wierszy znajdujących się w wyniku zapytania;zwrócić rekord, którego numer podany został w parametrze funkcji;C;;;204
;282;282. Jaka treść komunikatu powinna być wstawiona w przedstawionym kodzie PHP zamiast znaków zapytania?;Wybrana baza nie istnieje;Błąd połączenia z serwerem SQL;Pomyślnie dodano rekord do bazy;Błąd przetwarzania zapytania SQL;B;images/282.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/282.jpg;204
;283;283. Testy aplikacji internetowej mające za zadanie sprawdzenie skalowalności aplikacji i bazy danych oraz architektury serwera i konfiguracji noszą nazwę testów;kompatybilności;bezpieczeństwa;funkcjonalnych;użyteczności;A;;;207
;284;284. Aby prawidłowo udokumentować linię kodu języka Java Script, należy po znakach // wpisać komentarz;nieprawidłowe dane;wybór losowej wartości ze zmiennych a, b i c;w zmiennej x minimalna wartość ze zmiennych a, b, c;w zmiennej x maksymalna wartość ze zmiennych a, b, c;D;images/284.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/284.jpg;202
;285;285. Aby stronę WWW można było przesłać do przeglądarki internetowej w postaci zaszyfrowanej, należy użyć protokołu;HTTPS;HTTP;SFTP;SSH;A;;;207
;286;286. W języku HTML, aby uzyskać efekt jak na przykładzie, należy zastosować konstrukcję;<p><big>Duży tekst</p> zwykły tekst;<p><strike>Duży tekst zwykły tekst</p>;<p><big>Duży tekst</big> zwykły tekst</p>;<p><strike>Duży tekst</strike> zwykły tekst</p>;C;images/286.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/286.jpg;201
;287;287. Zapis znacznika HTML w postaci;jest niepoprawny, w atrybucie href należy podać adres URL;jest niepoprawny, zastosowano błędnie znak # w atrybucie href;"jest poprawny, po wybraniu odnośnika otworzy się strona internetowa o adresie ""hobby""";"jest poprawny, po wybraniu odnośnika aktualna strona zostanie przewinięta do elementu o nazwie ""hobby""";D;images/287.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/287.jpg;201
;288;288. W części nagłówkowej kodu HTML zapisano tekst przedstawiony na obrazku. Zapisany tekst zostanie wyświetlony;na pasku tytułu przeglądarki;w treści strony, na banerze;w polu adresu, za wpisanym adresem URL;w treści strony, w pierwszym wyświetlonym nagłówku;A;images/288.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/288.jpg;201
;289;289. Przeglądarka internetowa wyświetliła stronę w następujący sposób. Wskaż kod HTML, który poprawnie definiuje przedstawioną hierarchiczną strukturę tekstu:;<h1>Rozdział 1<p>tekst <h2>Podrozdział 1.1<p>tekst <h2>Podrozdział 1.2;<ul><li>Rozdział 1<li>tekst<li>Podrozdział 1.1<li>tekst<li>Podrozdział 1.2</ul>;<big>Rozdział 1</big>tekst<big>Podrozdział 1.1</big>tekst<big>Podrozdział 1.2</big>;<h1>Rozdział 1</h1> <p>tekst</p> <h2>Podrozdział 1.1</h2> <p>tekst</p> <h2>Podrozdział 1.2</h2>;D;images/289.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/289.jpg;201
;290;290. W języku CSS, przedstawiony zapis sprawi, że plik rysunek.png będzie;tłem całej strony;tłem każdego paragrafu;wyświetlony obok każdego paragrafu;wyświetlony, jeśli w kodzie zostanie zastosowany znacznik img;B;images/290.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/290.jpg;202
;291;291. W języku CSS, aby zdefiniować niestandardowe odstępy między wyrazami, stosuje się właściwość;line-spacing;white-space;word-spacing;letter-space;C;;;202
;292;292. W języku CSS zdefiniowano następujące formatowanie. Oznacza to, że kolorem niebieskim zostanie zapisany;cały tekst paragrafu niezależnie od jego formatowania;pochylony tekst paragrafu;cały tekst nagłówków niezależnie od ich formatowania;pogrubiony tekst paragrafu;B;images/292.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/292.jpg;202
;293;293. W języku CSS, zapis w następującej postaci sprawi, iż koloru czerwonego będzie;pierwsza linia paragrafu;tekst nagłówka pierwszego stopnia;pierwsza litera nagłówka drugiego stopnia;pierwsza litera nagłówka pierwszego stopnia;D;images/293.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/293.jpg;202
;294;294. W języku HTML informacje dotyczące autora, streszczenia i słów kluczowych strony należy umieścić;pomiędzy znacznikami <head> i </head>, w znaczniku <meta>;pomiędzy znacznikami <head> i </head>, w znaczniku <style>;pomiędzy znacznikami <body> i </body>, w znaczniku <meta>;pomiędzy znacznikami <body> i </body>, w znaczniku <html>;A;;;201
;295;295. Który z przedstawionych kodów XHTML sformatuje tekst według podanego wzoru?;A;B;C;D;D;images/295.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/295.jpg;201
;296;296. Kolor zapisany kodem RGB o wartości rgb(128, 16, 8) w postaci szesnastkowej ma wartość;#FF0F80;#FF1008;#801008;#800F80;C;;;202
;297;297. Które ze zdań opisuje grafikę wektorową?;Jest to prezentacja obrazu za pomocą pionowo-poziomej siatki odpowiednio kolorowanych pikseli na monitorze komputera, drukarce lub innym urządzeniu wyjściowym;Może być przechowywana w formacie JPG lub PNG;Jest wykorzystywana do zapisu fotografii cyfrowej;Zapisywany obraz jest opisywany za pośrednictwem figur geometrycznych umieszczonych w układzie współrzędnych;D;;;207
;298;298. Aby zbadać rozkład ilościowy poszczególnych kolorów zdjęcia, należy użyć;desaturacji;histogramu;balansu kolorów;rozmycia Gaussa;B;;;202
;299;299. W standardzie HDTV jest stosowana rozdzielczość;704 x 576 px;720 x 480 px;1280 x 1024 px;1920 x 1080 px;D;;;206
;300;300. Którą klauzulę powinno się zastosować w poleceniu CREATE TABLE języka SQL, aby dane pole rekordu nie było puste?;NULL;CHECK;DEFAULT;NOT NULL;D;;;201
;301;301. Polecenie języka SQL w postaci;zamienia nazwę tabeli miasta na nazwę kod;dodaje do tabeli kolumnę o nazwie kod typu text;dodaje do tabeli dwie kolumny o nazwach: kod i text;w tabeli miasta zamienia nazwę kolumny kod na nazwę text;B;images/301.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/301.jpg;205
;302;302. W bazie danych hurtowni zdefiniowano tabelę sprzedaz o polach: id, kontrahent, grupa_cenowa, obrot. Aby wyszukać wyłącznie kontrahentów z drugiej grupy cenowej, których obrót jest większy niż 4000zł, należy zastosować polecenie;"SELECT sprzedaz FROM kontrahent WHERE obrot > 4000;";"SELECT kontrahent FROM sprzedaz WHERE grupa_cenowa = 2 OR obrot > 4000;";"SELECT kontrahent FROM sprzedaz WHERE grupa_cenowa = 2 AND obrot > 4000;";"SELECT sprzedaz FROM kontrahent WHERE grupa_cenowa = 2 AND obrot > 4000;";C;;;202
;303;303. Dana jest tabela programiści o polach: id, nick, ilosc_kodu, ocena. Pole ilosc_kodu zawiera liczbę linii kodu napisanych przez programistę w danym miesiącu. Aby policzyć sumę linii kodu, który napisali wszyscy programiści, należy użyć polecenia;"SELECT SUM(ocena) FROM ilosc_kodu;";"SELECT SUM(ilosc_kodu) FROM programisci;";"SELECT COUNT(programisci) FROM ilosc_kodu;";SELECT MAX(ilosc_kodu) FROM programisci;B;;;202
;304;304. W instrukcji CREATE TABLE użycie klauzuli PRIMARY KEY przy deklaracji pola tabeli spowoduje, że pole to stanie się;kluczem obcym;indeksem klucza;indeksem unikalnym;kluczem podstawowym;D;;;201
;305;305. Baza danych księgarni zawiera tabelę ksiazki z polami: id, idAutor, tytul, ileSprzedanych oraz tabelę autorzy z polami: id, imie, nazwisko. Aby stworzyć raport sprzedanych książek z tytułami i nazwiskami autorów, należy;stworzyć kwerendę wyszukującą tytuły książek;Zdefiniować relację 1..n dla tabel ksiazki i autorzy, a następnie stworzyć kwerendę łączącą obie tabele;Zdefiniować relację 1..1 dla tabel ksiazki i autorzy, a następnie stworzyć kwerendę łączącą obie tabele;stworzyć dwie osobne kwerendy: pierwszą wyszukującą tytuły książek, drugą wyszukującą nazwiska autorów;B;;;202
;306;306. Istnieje tabela pracownicy z polami: id, imie, nazwisko, pensja. W nowym roku postawiono podnieść pensję wszystkim pracownikom o 100 zł. Aktualizacja ta w bazie danych będzie miała postać;"UPDATE pracownicy SET pensja = pensja + 100;";"UPDATE pracownicy SET pensja = 100;";"UPDATE pensja SET +100;";"UPDATE pensja SET 100;";A;;;202
;307;307. W tabeli artykuly wykonano następujące polecenia dotyczące praw użytkowania jan. Po wykonaniu poleceń użytkownik jan będzie miał prawa do;tworzenia tabeli i aktualizowania w niej danych;aktualizowania danych i przeglądania tabeli;tworzenia tabeli i wypełniania jej danymi;przeglądania tabeli;C;images/307.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/307.jpg;207
;308;308. Aby przywrócić bazę danych MS SQL z kopii bezpieczeństwa, należy zastosować polecenie;DBCC CHECKDB;SAVE DATABASE;RESTORE DATABASE;REBACKUP DATABASE;C;;;205
;309;309. Baza danych MySQL uległa uszkodzeniu. Które z działań NIE pomoże przy jej naprawie?;Wykonanie replikacji bazy danych;Próba naprawy poleceniem REPAIR;Odtworzenie bazy z kopii bezpieczeństwa;Stworzenie nowej bazy i przeniesienie do niej tabel;A;;;205
;310;310. W formularzu, dane z pola input o typie number zostały zapisane do zmiennej a, a następnie przetworzone w skrypcie JavaScript w następujący sposób. Zmienna x będzie typu;NaN;napisowego;zmiennoprzecinkowego;liczbowego, całkowitego;D;images/310.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/310.jpg;201
;311;311. Wstawki kodu JavaScript w dokumencie HTML mogą się znaleźć;tylko w cześci <head>, w znaczniku <script>;tylko w cześci <body>, w znaczniku <java>;zarówno w cześci <head>, jak i <body>, w znaczniku <java>;zarówno w cześci <head>, jak i <body>, w znaczniku <script>;D;;;201
;312;312. W przedstawonym kodzie JavaScript dla ułatwienia ponumerowano linie. W kodzie znajduje się błąd, gdyż po uruchomieniu żaden komunikat nie zostaje wyświetlony. Aby wyeliminować błąd, należy;wstawić znaki $ przed nazwami zmiennych.;wstawić nawiasy klamrowe do sekcji if oraz else;w liniach 2 i 5 zmienne a i b wstawić w cudzysłów;w liniach 3 i 6 zamienić znaki cudzysłowu na apostrof, np. ’jest mniejsze’;B;images/312.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/312.jpg;203
;313;313. Ile iteracji będzie miała przedstawiona pętla zapisana w języku PHP, zakładając, że zmienna sterująca nie jest modyfikowana we wnętrzu pętli?;0;10;11;Nieskończenie wiele;C;images/313.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/313.jpg;203
;314;314. W języku JavaScript metoda document.getElementById(id) ma za zadanie;wstawić tekst o treści ’id’ na stronie WWW;sprawdzić poprawność formularza o identyfikatorze id;pobrać dane z pola formularza i wstawić je do zmiennej id;zwrócić odniesienie do pierwszego elementu HTML o podanym id;D;;;203
;315;315. W instrukcji warunkowej JavaScript należy sprawdzić przypadek, gdy zmienne a oraz b są dodatnie, z czego zmienna b jest mniejsza od 100. Warunek taki powinien być zapisany w następujący sposób:;if ( a > 0 || b > 0 || b > 100);if ( a > 0 && b > 0 || b > 100);if ( a > 0 || (b > 0 && b < 100));if ( a > 0 && b > 0 && b < 100);D;;;203
;316;316. Zadaniem przedstawionej funkcji zapisanej w języku JavaScript jest;zwrócenie wartości parzystych liczb od a do b;wypisanie liczb parzystych z przedziału od a do b;wypisanie wszystkich liczb z przedziału od a do b;"sprawdzenie, czy liczba a jest nieparzysta; jeśli tak, wypisanie jej";B;images/316.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/316.jpg;203
;317;317. Przedstawiony kod został zapisany w języku JavaScript. W podanej definicji obiektu metodą jest element o nazwie;obj1;oblicz;czescCalkowita;czescUlamkowa;B;images/317.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/317.jpg;203
;318;318. Aby uzyskać informacje o środowisku pracy serwera obsługującego PHP, należy skorzystać z funkcji;php();phpinfo();phpgetinfo();phpinformation();B;;;201
;319;319. Fragment kodu w języku PHP wypisze;"nazwę konta ze znakiem @, czyli ""adres@""";"cały adres e-mail, czyli "" [email protected] """;"samą nazwę domeny, czyli ""host.pl""";"samą nazwę konta, czyli ""adres""";D;images/319.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/319.jpg;204
;320;320. Do uruchomienia skryptu JavaScript wymagane jest oprogramowanie;serwera WWW;serwera MySQL;debugera JavaScript;przeglądarki internetowej;D;;;203
;321;321. Zadaniem funkcji PHP o nazwie mysql_select_db() jest;połączyć bazę danych z serwerem SQL;określić bazę, z której będą pobierane dane;określić tabelę, z której będą pobierane dane;pobrać dane z bazy danych na podstawie kwerendy;B;;;205
;322;322. W przedstawionym kodzie PHP, zamiast znaków zapytania powinien pojawić się komunikat:;Błąd przetwarzania zapytania;Zapytanie przetworzono pomyślnie;Nieprawidłowa nazwa bazy danych;Nieprawidłowe hasło do bazy danych;A;images/322.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/322.jpg;204
;323;323. Testy wydajnościowe mają na celu sprawdzenie;zdolności oprogramowania do działania w warunkach wadliwej pracy sprzętu;zdolności oprogramowania do działania w warunkach wadliwej pracy systemu;stopnia spełnienia wymagań wydajnościowych przez system lub moduł;ciągu zdarzeń, w którym prawdopodobieństwo każdego zdarzenia zależy jedynie od wyniku poprzedniego;C;;;207
;324;324. Aby prawidłowo udokumentować przedstawioną linię kodu języka JavaScript, należy po znakach // wpisać komentarz;nieprawidłowe dane;zmiana stylu atrybutu innerHTML;"wyświetlenie tekstu ""Date()"" w znaczniku o id = napis";wyświetlenie daty i czasu w znaczniku o id = napis;D;images/324.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/324.jpg;202
;325;325. Przekierowanie 301 służące przekierowaniu użytkownika z jednego adresu URL na inny można ustawić w pliku konfiguracji serwera Apache o nazwie;conf.php;.htaccess;.apacheConf;configuration.php;B;;;207
;326;326. W języku HTML aby zdefiniować słowa kluczowe strony, należy użyć zapisu;"<meta keywords=""psy, koty, gryzonie"">";"<meta name=""keywords"" =""psy, koty, gryzonie"">";"<meta name=""keywords"" content=""psy, koty, gryzonie"">";"<meta name=""description"" content=""psy, koty, gryzonie"">";C;;;201
;327;327. W języku HTML zdefiniowano znacznik a. Wartość nofollow atrybutu rel;oznacza, że kliknięcie na link nie przeniesie do strony website.com;oznacza, że kliknięcie na link otworzy go w osobnej karcie przeglądarki;jest informacją dla robota wyszukiwarki Google, aby nie podążał za tym linkiem;"jest informacją dla przeglądarki internetowej, aby nie formatowała słowa ""link"" jako odnośnika";C;images/327.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/327.jpg;201
;328;328. W języku HTML aby zdefiniować poziomą linię, należy użyć znacznika;<line>;<br>;<hl>;<hr>;D;;;201
;329;329. Zapisano kod HTML wstawiający grafikę na stronę internetową. Jeżeli rysunek.png nie zostanie odnaleziony, przeglądarka;nie wyświetli strony internetowej;"w miejscu grafiki wypisze tekst ""pejzaż""";"w miejscu grafiki wypisze tekst ""rysunek.png""";w miejscu grafiki wypisze błąd wyświetlania strony;B;images/329.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/329.jpg;201
;330;330. Aby w języku HTML uzyskać takie formatowanie paragrafu dla tekstu należy zastosować kod;<p>Tekst może być <mark>zaznaczony</mark> albo <em>istotny dla autora</p>;<p>Tekst może być <mark>zaznaczony albo <i>istotny</i> dla autora</mark></p>;<p>Tekst może być <mark>zaznaczony</mark> albo <em>istotny</em> dla autora</p>;<p>Tekst może być <mark>zaznaczony albo <em>istotny</em> dla autora</mark></p>;C;images/330.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/330.jpg;201
;331;331. Zamieszczony kod HTML formularza zostanie wyświetlony przez przeglądarkę w sposób:;A;B;C;D;D;images/331.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/331.jpg;201
;332;332. W języku CSS wcięcie pierwszej linii akapitu na 30 pikseli uzyska się za pomocą zapisu;"p { text-indent: 30px; }";"p { text-spacing: 30px; }";"p { line-height: 30px; }";"p { line-indent: 30px; }";A;;;202
;333;333. W języku CSS zdefiniowano następujące formatowanie. Kolorem czerwonym zostanie zapisany;tylko tekst pochylony nagłówka pierwszego stopnia;tylko tekst pochylony we wszystkich poziomach nagłówków;cały tekst nagłówka pierwszego stopnia oraz pochylony tekst akapitu;cały tekst nagłówka pierwszego stopnia oraz cały tekst pochylony, niezależnie od tego, w którym miejscu strony się znajduje;A;images/333.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/333.jpg;202
;334;334. W języku CSS, aby sformatować dowolny element języka HTML w ten sposób, że po najechaniu na niego kursorem zmienia on kolor czcionki, należy zastosować pseudoklasę;:active;:hover;:visited;:coursor;B;;;201
;335;335. Zapis CSS w takiej postaci sprawi, że na stronie internetowej;punktorem listy nienumerowanej będzie rys.gif;rys.gif będzie stanowił ramkę dla listy nienumerowanej;wyświetli się rys.gif jako tło listy nienumerowanej;każdy z punktów listy będzie miał osobne tło pobrane z grafiki rys.gif;A;images/335.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/335.jpg;202
;336;336. W języku CSS aby zdefiniować odmienne formatowanie dla pierwszej litery akapitu, należy zastosować selektor;klasy p.first-letter;dziecka p + first-letter;atrybutu p [first-letter];pseudoelementu p::first-letter;D;;;202
;337;337. W kodzie źródłowym zapisanym w języku HTML wskaż błąd walidacji dotyczący tego fragmentu;Nieznany znacznik h6;Znacznik br nie został poprawnie zamknięty;Znacznik br nie może występować wewnątrz znacznika p;Znacznik zamykający /b niezgodny z zasadą zagnieżdżania;D;images/337.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/337.jpg;201
;338;338. W ramce przedstawiono właściwości pliku graficznego. W celu optymalizacji czasu ładowania rysunku na stronę WWW należy;zmniejszyć wymiary rysunku;zwiększyć rozdzielczość;zmienić format grafiki na CDR;zmienić proporcje szerokości do wysokości;A;images/338.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/338.jpg;207
;339;339. W programie INKSCAPE / COREL aby uzyskać przedstawiony efekt napisu, należy;skorzystać z funkcji gradientu;zastosować funkcję sumy z kołem;zastosować funkcję wykluczenia z kołem;skorzystać z funkcji wstaw / dopasuj tekst do ścieżki;D;images/339.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/339.jpg;207
;340;340. Programem do edycji dźwięku jest;Brasero;Winamp;Audacity;RealPlayer;C;;;206
;341;341. Dana jest tabela pracownicy. Polecenie MySQL usuwające wszystkie rekordy z tabeli, dla których nie wypełniono pola rodzaj_umowy, ma postać;"DROP pracownicy FROM rodzaj_umowy = 0;";"DROP pracownicy WHERE rodzaj_umowy IS NULL;";"DELETE pracownicy WHERE rodzaj_umowy = 'brak';";"DELETE FROM pracownicy WHERE rodzaj_umowy IS NULL;";D;;;205
;342;342. W języku SQL, aby stworzyć tabelę, należy zastosować polecenie;ADD TABLE;ALTER TABLE;INSERT TABLE;CREATE TABLE;D;;;205
;343;343. W przedstawionym fragmencie kwerendy języka SQL, komenda SELECT ma za zadanie zwrócić;średnią tabeli;liczbę wierszy;sumę w kolumnie wartosc;średnią w kolumnie wartosc;B;images/343.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/343.jpg;205
;344;344. Dana jest tabela ksiazki z polami: tytul, autor (typu tekstowego), cena (typu liczbowego). Aby kwerenda SELECT zwróciła tylko tytuły, dla których cena jest mniejsza od 50zł, należy zapisać:;"SELECT * FROM ksiazki WHERE cena < 50;";"SELECT tytul FROM ksiazki WHERE cena < 50;";"SELECT tytul FROM ksiazki WHERE cena > '50 zł';";"SELECT ksiazki FROM tytul WHERE cena < '50 zł';";B;;;205
;345;345. W bazie danych MYSQL dana jest tabela programów komputerowych o polach: nazwa, producent, rokWydania. Aby kwerenda SELECT zwróciła wszystkie nazwy producentów tak, by nazwy te nie powtarzały się, należy zapisać:;"SELECT UNIQUE producent FROM programy;";"SELECT DISTINCT producent FROM programy;";"SELECT producent FROM programy WHERE UNIQUE;";"SELECT producent FROM programy WHERE producent NOT DUPLICATE;";B;;;205
;346;346. Tabela filmy zawiera klucz główny id oraz klucz obcy rezyserID. Tabela rezyserzy zawiera klucz główny id. Obydwie tabele połączone są relacją jeden po stronie rezyserzy do wielu po stronie filmy. Aby w kwerendzie SELECT połączyć tabele filmy i rezyserzy, należy zapisać;... filmy JOIN rezyserzy ON filmy.id = rezyserzy.id ...;... filmy JOIN rezyserzy ON filmy.id = rezyserzy.filmyID ...;... filmy JOIN rezyserzy ON filmy.rezyserID = rezyserzy.id ...;... filmy JOIN rezyserzy ON filmy.rezyserID = rezyserzy.filmyID ...;C;;;205
;347;347. Na rysunku przedstawiono dwie tabele. Aby połączyć je relacją jeden do wielu, jeden po stronie Klienci wiele po stronie Zamowienia, należy;Połączyć relacją pola ID z obu tabel;Dodać pole klucza obcego do tabeli Zamowienia i połączyć je z ID tabeli Klienci;Dodać pole klucza obcego do tabeli Klienci i połączyć je z ID tabeli Zamowienia;Zdefiniować trzecią tabelę z dwoma kluczami obcymi. Jeden klucz połączyć z ID tabeli Klienci, drugi klucz połączyć z ID tabeli Zamowienia;B;images/347.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/347.jpg;207
;348;348. Źródłem rekordów dla raportu może być;Tabela;Inny raport;Makropolecenie;Zapytanie INSERT INTO;A;;;207
;349;349. Przedstawione polecenie MySQL ma za zadanie;Usunąć kolumnę tytul z tabeli ksiazki;Dodać do tabeli ksiazki kolumnę tytul;Zmienić nazwę kolumny w tabeli ksiazki;Zmienić typ kolumny w tabeli ksiazki;D;images/349.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/349.jpg;205
;350;350. W tabeli podzespoly należy zmienić wartość pola URL na 'toshiba.pl' dla wszystkich rekordów, gdzie pole producent to TOSHIBA. W języku SQL modyfikacja będzie miała postać;"UPDATE podzespoly SET URL='toshiba.pl';";"UPDATE producent='TOSHIBA' SET URL='toshiba.pl';";"UPDATE podzespoly.producent='TOSHIBA' SET URL='toshiba.pl';";"UPDATE podzespoly SET URL='toshiba.pl' WHERE producent='TOSHIBA';";D;;;205
;351;351. Do zabezpieczeń serwera bazy danych przed atakami hakerów nie należy;Włączenie zapory;Defragmentacja dysków;Stosowanie złożonych haseł do bazy;Blokowanie portów związanych z bazą danych;B;;;207
;352;352. W języku MySQL należy zastosować polecenie REVOKE, aby użytkownikowi anna odebrać prawo do dokonywania zmian jedynie w definicji struktury bazy danych. Polecenie odpowiadające odebraniu tych praw ma postać;REVOKE ALL ON tabela1 FROM 'anna'@'localhost';REVOKE CREATE ALTER DROP ON tabela1 FROM 'anna'@'localhost';REVOKE CREATE UPDATE DROP ON tabela1 FROM 'anna'@'localhost';REVOKE CREATE INSERT DELETE ON tabela1 FROM 'anna'@'localhost';B;;;205
;353;"353. W języku JavaScript, aby sprawdzić warunek czy liczba znajduje się w przedziale (100;200>, należy zapisać:";if (liczba > 100 || liczba <= 200);if (liczba < 100 || liczba >= 200);if (liczba > 100 && liczba <= 200);if (liczba < 100 && liczba <= 200);C;;;203
;354;354. W wyniku działania pętli zapisanej w języku PHP zostanie wypisany ciąg liczb;10 15 20 25 30 35 40 45;10 15 20 25 30 35 40 45 50;0 5 10 15 20 25 30 35 40 45;0 5 10 15 20 25 30 35 40 45 50;A;images/354.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/354.jpg;204
;355;355. Które z poniższych zdań dotyczących zasad programowania w języku PHP jest prawdziwe?;Jest to język o słabej kontroli typów;Nazwy zmiennych są poprzedzone znakiem !;Deklaracja zmiennych następuje po słowie var;W nazwach zmiennych nie jest rozróżniana wielkość liter;A;;;204
;356;356. W języku PHP instrukcja foreach jest instrukcją;Wyboru, dla elementów tablicy;Pętli, niezależnie od typu zmiennej;Pętli, wyłącznie dla elementów tablicy;Warunkową, niezależnie od typu zmiennej;C;;;204
;357;357. Funkcją języka PHP tworzącą ciasteczko jest;createcookie();echocookie();addcookie();setcookie();D;;;204
;358;358. W języku PHP funkcja trim ma za zadanie;Podawać długość napisu;Porównywać dwa napisy i wypisać część wspólną;Zmniejszać napis o wskazaną w parametrze liczbę znaków;Usuwać białe znaki lub inne znaki podane w parametrze, z obu końców napisu;D;;;203
;359;359. W języku JavaScript zapis w ramce oznacza, że;nazwa jest polem klasy przedmiot;nazwa jest właściwością obiektu przedmiot;zmienna x będzie przechowywać wynik działania metody nazwa;zmienna x będzie przechowywać wynik działania funkcji przedmiot;C;images/359.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/359.jpg;203
;360;360. W języku JavaScript zapisano następującą funkcję. Ma ona za zadanie;Wypisać wartość odwrotną do f;Zwrócić wartość odwrotną do f;Wypisać wartość bezwzględną z f;Zwrócić wartość bezwzględną z f;D;images/360.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/360.jpg;203
